EXPATIATION	a discussion (spoken or written) that enlarges on a topic or theme at length or in detail
EXPATRIATE	a person who is voluntarily absent from home or country
EXPATRIATION	the act of expelling a person from their native land
EXPECT	regard something as probable or likely
EXPECTANCY	something expected (as on the basis of a norm)
EXPECTANT	marked by eager anticipation
EXPECTATION	belief about (or mental picture of) the future
EXPECTED	considered likely or probable to happen or arrive
EXPECTORANT	a medicine promoting expectoration
EXPECTORATE	clear out the chest and lungs
EXPECTORATION	the process of coughing up and spitting out
EXPEDIENCE	the quality of being suited to the end in view
EXPEDIENCY	the quality of being suited to the end in view
EXPEDIENT	a means to an end; not necessarily a principled or ethical one
EXPEDITE	speed up the progress of; facilitate
EXPEDITION	a military campaign designed to achieve a specific objective in a foreign country
EXPEDITIONARY	(used of military forces) designed for military operations abroad
EXPEDITIOUS	marked by speed and efficiency
EXPEDITIOUSLY	with efficiency; in an efficient manner
EXPEDITIOUSNESS	the property of being prompt and efficient
EXPEL	force to leave or move out
EXPELLING	any of several bodily processes by which substances go out of the body
EXPEND	use up (resources or materials)
EXPENDABLE	suitable to be expended
EXPENDING	the act of spending money for goods or services
EXPENDITURE	money paid out; an amount spent
EXPENSE	amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)
EXPENSIVE	high in price or charging high prices
EXPENSIVENESS	the quality of being high-priced
EXPERIENCE	the accumulation of knowledge or skill that results from direct participation in events or activities
EXPERIENCED	having experience; having knowledge or skill from observation or participation
EXPERIENTIAL	relating to or resulting from experience
EXPERIMENT	the act of conducting a controlled test or investigation
EXPERIMENTALLY	in an experimental fashion
EXPERIMENTATION	the testing of an idea
EXPERIMENTER	a person who enjoys testing innovative ideas
EXPERT	a person with special knowledge or ability who performs skillfully
EXPERTISE	skillfulness by virtue of possessing special knowledge
EXPERTNESS	skillfulness by virtue of possessing special knowledge
EXPIATE	make amends for
EXPIATION	compensation for a wrong
EXPIATORY	having power to atone for or offered by way of expiation or propitiation
EXPIRATION	a coming to an end of a contract period
EXPIRE	pass from physical life and lose all bodily attributes and functions necessary to sustain life
EXPIRED	having come to an end or become void after passage of a period of time
EXPIRY	a coming to an end of a contract period
EXPLAIN	make plain and comprehensible
EXPLAINABLE	capable of being understood
EXPLANATION	a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.
EXPLANATORY	serving or intended to explain or make clear
EXPLETIVE	profane or obscene expression usually of surprise or anger
EXPLICABLE	capable of being explicated or accounted for
EXPLICATE	make plain and comprehensible
EXPLICATION	the act of making clear or removing obscurity from the meaning of a word or symbol or expression etc.
EXPLICIT	precisely and clearly expressed or readily observable; leaving nothing to implication
EXPLODE	cause to burst with a violent release of energy
EXPLODED	showing the parts of something separated but in positions that show their correct relation to one another
EXPLOIT	a notable achievement
EXPLOITATION	the act of making some area of land or water more profitable or productive or useful
EXPLOITATIVE	tending to exploit or make use of
EXPLOITED	developed or used to greatest advantage
EXPLOITER	a person who uses something or someone selfishly or unethically
EXPLORATION	to travel for the purpose of discovery
EXPLORATORY	serving in or intended for exploration or discovery
EXPLORE	travel to or penetrate into
EXPLORER	someone who travels into little known regions (especially for some scientific purpose)
EXPLOSION	a violent release of energy caused by a chemical or nuclear reaction
EXPLOSIVE	a chemical substance that undergoes a rapid chemical change (with the production of gas) on being heated or struck
EXPLOSIVELY	suddenly and rapidly
EXPO	a collection of things (goods or works of art etc.) for public display
EXPONENT	a person who pleads for a cause or propounds an idea
EXPONENTIAL	a function in which an independent variable appears as an exponent
EXPONENTIALLY	in an exponential manner
EXPONENTIATION	the process of raising a quantity to some assigned power
EXPORT	commodities (goods or services) sold to a foreign country
EXPORTABLE	suitable for export
EXPORTATION	commodities (goods or services) sold to a foreign country
EXPORTER	a businessperson who transports goods abroad (for sale)
EXPORTING	the commercial activity of selling and shipping goods to a foreign country
EXPOSE	the exposure of an impostor or a fraud
EXPOSED	with no protection or shield
EXPOSITION	a systematic interpretation or explanation (usually written) of a specific topic
EXPOSITOR	a person who explains
EXPOSITORY	serving to expound or set forth
EXPOSTULATE	reason with (somebody) for the purpose of dissuasion
EXPOSTULATION	the act of expressing earnest opposition or protest
EXPOSURE	vulnerability to the elements; to the action of heat or cold or wind or rain
EXPOUND	add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing
EXPOUNDER	a person who explains
EXPOUNDING	a systematic interpretation or explanation (usually written) of a specific topic
EXPRESS	mail that is distributed by a rapid and efficient system
EXPRESSED	communicated in words
EXPRESSIBLE	capable of being expressed
EXPRESSION	the feelings expressed on a person's face
EXPRESSIONISM	an art movement early in the 20th century; the artist's subjective expression of inner experiences was emphasized; an inner feeling was expressed through a distorted rendition of reality
EXPRESSIONIST	an artist who is an adherent of expressionism
EXPRESSIONISTIC	of or relating to expressionism
EXPRESSIONLESS	deliberately impassive in manner
EXPRESSIVE	performing gestures or possessing qualities or features that suggest a certain state of being or emotion
EXPRESSLY	with specific intentions; for the express purpose
EXPRESSWAY	a broad highway designed for high-speed traffic
EXPROPRIATE	deprive of possessions
EXPROPRIATION	taking out of an owner's hands (especially taking property by public authority)
EXPULSION	the act of forcing out someone or something
EXPUNGE	remove by erasing or crossing out or as if by drawing a line
EXPURGATE	edit by omitting or modifying parts considered indelicate
EXPURGATED	having material deleted
EXPURGATION	the deletion of objectionable parts from a literary work
EXQUISITE	lavishly elegant and refined
EXQUISITELY	in a delicate manner
EXQUISITENESS	extreme beauty of a delicate sort
EXTANT	still in existence; not extinct or destroyed or lost
EXTEMPORANEOUS	with little or no preparation or forethought
EXTEMPORANEOUSLY	without prior preparation
EXTEMPORE	with little or no preparation or forethought
EXTEMPORISATION	a performance given extempore without planning or preparation
EXTEMPORISE	perform without preparation
EXTEMPORIZATION	a performance given extempore without planning or preparation
EXTEMPORIZE	manage in a makeshift way; do with whatever is at hand
EXTEND	span an interval of distance, space or time
EXTENDABLE	capable of being lengthened
EXTENDED	relatively long in duration; tediously protracted
EXTENSIBLE	capable of being protruded or stretched or opened out
EXTENSION	a mutually agreed delay in the date set for the completion of a job or payment of a debt
EXTENSIONAL	defining a word by listing the class of entities to which the word correctly applies
EXTENSIVE	large in spatial extent or range or scope or quantity
EXTENSIVELY	in a widespread way
EXTENT	the point or degree to which something extends
EXTENUATE	lessen or to try to lessen the seriousness or extent of
EXTENUATING	partially excusing or justifying
EXTENUATION	a partial excuse to mitigate censure; an attempt to represent an offense as less serious than it appears by showing mitigating circumstances
EXTERIOR	the region that is outside of something
EXTERMINATE	kill en masse; kill on a large scale; kill many
EXTERMINATED	destroyed completely
EXTERMINATION	the act of exterminating
EXTERMINATOR	someone who exterminates (especially someone whose occupation is the extermination of troublesome rodents and insects)
EXTERNAL	happening or arising or located outside or beyond some limits or especially surface
EXTERNALISATION	attributing to outside causes
