answer	length	kind	pos	clue	selfref	display	lexname	synset
CHARLES	7	name	noun	King of France from 1560 to 1574 whose reign was dominated by his mother Catherine de Medicis (1550-1574)	0	Charles	noun.person	10913185-n
CHARLESAUGUSTLINDBERGH	22	name	noun	United States aviator who in 1927 made the first solo nonstop flight across the Atlantic Ocean (1902-1974)	0	Charles August Lindbergh	noun.person	11152938-n
CHARLESAUGUSTUSLINDBERGH	24	name	noun	United States aviator who in 1927 made the first solo nonstop flight across the Atlantic Ocean (1902-1974)	0	Charles Augustus Lindbergh	noun.person	11152938-n
CHARLESBAUDELAIRE	17	name	noun	a French poet noted for macabre imagery and evocative language (1821-1867)	0	Charles Baudelaire	noun.person	10858080-n
CHARLESCAMILLESAINTSAENS	24	name	noun	French pianist and composer (1835-1921)	0	Charles Camille Saint-Saens	noun.person	11298341-n
CHARLESCHRISTOPHERPARKER	24	name	noun	United States saxophonist and leader of the bop style of jazz (1920-1955)	0	Charles Christopher Parker	noun.person	11242904-n
CHARLESDANAGIBSON	17	name	noun	United States illustrator remembered for his creation of the ‘Gibson girl’ (1867-1944)	1	Charles Dana Gibson	noun.person	11018470-n
CHARLESDARWIN	13	name	noun	English natural scientist who formulated a theory of evolution by natural selection (1809-1882)	0	Charles Darwin	noun.person	10943065-n
CHARLESDICKENS	14	name	noun	English writer whose novels depicted and criticized social injustice (1812-1870)	0	Charles Dickens	noun.person	10954161-n
CHARLESDIGBYHARROD	18	name	noun	English merchant who expanded his father's shop in London into a prestigious department store (1841-1905)	0	Charles Digby Harrod	noun.person	11052355-n
CHARLESDILLONSTENGEL	20	name	noun	United States baseball manager (1890-1975)	0	Charles Dillon Stengel	noun.person	11336424-n
CHARLESEAMES	12	name	noun	United States designer noted for an innovative series of chairs (1907-1978)	0	Charles Eames	noun.person	10967251-n
CHARLESEDOUARDJEANNERET	23	name	noun	French architect (born in Switzerland) (1887-1965)	0	Charles Edouard Jeanneret	noun.person	11143114-n
CHARLESEDWARDBERRY	18	name	noun	United States rock singer (born in 1931)	0	Charles Edward Berry	noun.person	10868679-n
CHARLESEDWARDIVES	17	name	noun	United States composer noted for his innovative use of polytonality (1874-1954)	0	Charles Edward Ives	noun.person	11095660-n
CHARLESEDWARDRINGLING	21	name	noun	United States showman whose song-and-dance troop evolved into a circus (1863-1926)	0	Charles Edward Ringling	noun.person	11283170-n
CHARLESEVANSHUGHES	18	name	noun	United States jurist who served as chief justice of the United States Supreme Court (1862-1948)	0	Charles Evans Hughes	noun.person	11084657-n
CHARLESFARRARBROWNE	19	name	noun	United States writer of humorous tales of an itinerant showman (1834-1867)	0	Charles Farrar Browne	noun.person	10886158-n
CHARLESFOLLENMCKIM	18	name	noun	United States neoclassical architect (1847-1909)	0	Charles Follen McKim	noun.person	11189284-n
CHARLESFOURIER	14	name	noun	French sociologist and reformer who hoped to achieve universal harmony by reorganizing society (1772-1837)	0	Charles Fourier	noun.person	10996252-n
CHARLESFRANCISHALL	18	name	noun	United States explorer who led three expeditions to the Arctic (1821-1871)	0	Charles Francis Hall	noun.person	11044578-n
CHARLESFRANCOISGOUNOD	21	name	noun	French composer best remembered for his operas (1818-1893)	0	Charles Francois Gounod	noun.person	11029631-n
CHARLESFREDERICKMENNINGER	25	name	noun	United States psychiatrist who with his sons founded a famous psychiatric clinic in Topeka (1862-1953)	0	Charles Frederick Menninger	noun.person	11194344-n
CHARLESGOODYEAR	15	name	noun	United States inventor of vulcanized rubber (1800-1860)	0	Charles Goodyear	noun.person	11027616-n
CHARLESGOUNOD	13	name	noun	French composer best remembered for his operas (1818-1893)	0	Charles Gounod	noun.person	11029631-n
CHARLESHARDINHOLLEY	19	name	noun	United States rock star (1936-1959)	0	Charles Hardin Holley	noun.person	11076649-n
CHARLESI	8	name	noun	king of the Franks and Holy Roman Emperor; conqueror of the Lombards and Saxons (742-814)	0	Charles I	noun.person	10911733-n
CHARLESI	8	name	noun	as Charles II he was Holy Roman Emperor and as Charles I he was king of France (823-877)	1	Charles I	noun.person	10912699-n
CHARLESII	9	name	noun	King of England and Scotland and Ireland during the Restoration (1630-1685)	0	Charles II	noun.person	10912538-n
CHARLESII	9	name	noun	as Charles II he was Holy Roman Emperor and as Charles I he was king of France (823-877)	1	Charles II	noun.person	10912699-n
CHARLESIII	10	name	noun	the eldest son of Elizabeth II and king of the United Kingdom since 2022 (born in 1948)	0	Charles III	noun.person	10912168-n
CHARLESIIIOFENGLAND	19	name	noun	the eldest son of Elizabeth II and king of the United Kingdom since 2022 (born in 1948)	0	Charles III of England	noun.person	10912168-n
CHARLESIIOFENGLAND	18	name	noun	King of England and Scotland and Ireland during the Restoration (1630-1685)	1	Charles II of England	noun.person	10912538-n
CHARLESIVES	11	name	noun	United States composer noted for his innovative use of polytonality (1874-1954)	0	Charles Ives	noun.person	11095660-n
CHARLESIX	9	name	noun	King of France from 1560 to 1574 whose reign was dominated by his mother Catherine de Medicis (1550-1574)	0	Charles IX	noun.person	10913185-n
CHARLESIXOFFRANCE	17	name	noun	King of France from 1560 to 1574 whose reign was dominated by his mother Catherine de Medicis (1550-1574)	1	Charles IX of France	noun.person	10913185-n
CHARLESJAMESFOX	15	name	noun	English statesman who supported American independence and the French Revolution (1749-1806)	0	Charles James Fox	noun.person	10996993-n
CHARLESJOHNHUFFAMDICKENS	24	name	noun	English writer whose novels depicted and criticized social injustice (1812-1870)	0	Charles John Huffam Dickens	noun.person	10954161-n
CHARLESJOSEPHCLARK	18	name	noun	Canadian politician who served as prime minister (1939-)	0	Charles Joseph Clark	noun.person	10918301-n
CHARLESKAYOGDEN	15	name	noun	English psychologist who collaborated with I. A. Richards in designing Basic English (1889-1957)	0	Charles Kay Ogden	noun.person	11232776-n
CHARLESLAMB	11	name	noun	English essayist (1775-1834)	0	Charles Lamb	noun.person	11135019-n
CHARLESLAUGHTON	15	name	noun	United States film actor (born in England) (1899-1962)	0	Charles Laughton	noun.person	11139051-n
CHARLESLENFANT	14	name	noun	United States architect (born in France) who laid out the city plan for Washington (1754-1825)	0	Charles L'Enfant	noun.person	11146285-n
CHARLESLINDBERGH	16	name	noun	United States aviator who in 1927 made the first solo nonstop flight across the Atlantic Ocean (1902-1974)	0	Charles Lindbergh	noun.person	11152938-n
CHARLESLISTON	13	name	noun	United States prizefighter who lost his world heavyweight championship to Cassius Clay in 1964 (1932-1970)	0	Charles Liston	noun.person	11155034-n
CHARLESMARTINHALL	17	name	noun	United States chemist who developed an economical method of producing aluminum from bauxite (1863-1914)	0	Charles Martin Hall	noun.person	11044727-n
CHARLESMENNINGER	16	name	noun	United States psychiatrist who with his sons founded a famous psychiatric clinic in Topeka (1862-1953)	0	Charles Menninger	noun.person	11194344-n
CHARLESMUNROESCHULZ	19	name	noun	United States cartoonist whose comic strip included the beagle Snoopy (1922-2000)	0	Charles Munroe Schulz	noun.person	11306810-n
CHARLESPEIRCE	13	name	noun	United States philosopher and logician; pioneer of pragmatism (1839-1914)	0	Charles Peirce	noun.person	11248288-n
CHARLESPERCYSNOW	16	name	noun	English writer of novels about moral dilemmas in academe (1905-1980)	0	Charles Percy Snow	noun.person	11327077-n
CHARLESPIERREBAUDELAIRE	23	name	noun	a French poet noted for macabre imagery and evocative language (1821-1867)	0	Charles Pierre Baudelaire	noun.person	10858080-n
CHARLESPROTEUSSTEINMETZ	23	name	noun	United States electrical engineer and inventor (born in Germany) (1865-1923)	0	Charles Proteus Steinmetz	noun.person	11335575-n
CHARLESRINGLING	15	name	noun	United States showman whose song-and-dance troop evolved into a circus (1863-1926)	0	Charles Ringling	noun.person	11283170-n
CHARLESRIVER	12	name	noun	a river in eastern Massachusetts that empties into Boston Harbor and that separates Cambridge from Boston	1	Charles River	noun.object	09264943-n
CHARLESROBERTDARWIN	19	name	noun	English natural scientist who formulated a theory of evolution by natural selection (1809-1882)	0	Charles Robert Darwin	noun.person	10943065-n
CHARLESROBERTREDFORD	20	name	noun	United States actor and filmmaker who starred with Paul Newman in several films (born in 1936)	0	Charles Robert Redford	noun.person	11276115-n
CHARLESSANDERSPEIRCE	20	name	noun	United States philosopher and logician; pioneer of pragmatism (1839-1914)	0	Charles Sanders Peirce	noun.person	11248288-n
CHARLESSCHULZ	13	name	noun	United States cartoonist whose comic strip included the beagle Snoopy (1922-2000)	0	Charles Schulz	noun.person	11306810-n
CHARLESSLAW	11	common	noun	(physics) the density of an ideal gas at constant pressure varies inversely with the temperature	0	Charles's law	noun.cognition	05886836-n
CHARLESSTEWARTPARNELL	21	name	noun	Irish nationalist leader (1846-1891)	0	Charles Stewart Parnell	noun.person	11243919-n
CHARLESSWAIN	12	name	noun	a group of seven bright stars in the constellation Ursa Major	0	Charles's Wain	noun.object	09242765-n
CHARLESTAZERUSSELL	18	name	noun	United States religious leader who founded the sect that is now called Jehovah's Witnesses (1852-1916)	0	Charles Taze Russell	noun.person	11295762-n
CHARLESTHEBALD	14	name	noun	as Charles II he was Holy Roman Emperor and as Charles I he was king of France (823-877)	1	Charles the Bald	noun.person	10912699-n
CHARLESTHEGREAT	15	name	noun	king of the Franks and Holy Roman Emperor; conqueror of the Lombards and Saxons (742-814)	1	Charles the Great	noun.person	10911733-n
CHARLESTHOMSONREESWILSON	24	name	noun	Scottish physicist who invented the cloud chamber (1869-1959)	0	Charles Thomson Rees Wilson	noun.person	11411229-n
CHARLESTON	10	common	noun	an American ballroom dance in syncopated rhythm; popular early in the 20th century	0	Charleston	noun.act	00537396-n
CHARLESTON	10	common	verb	dance the Charleston	1	Charleston	verb.motion	01901090-v
CHARLESTON	10	name	noun	a port city in southeastern South Carolina	0	Charleston	noun.location	09161253-n
CHARLESTON	10	name	noun	state capital of West Virginia in the central part of the state on the Kanawha river	0	Charleston	noun.location	09178569-n
CHARLESTOWN	11	name	noun	a former town and present-day neighborhood of Boston; settled in 1629	0	Charlestown	noun.location	09119090-n
CHARLESTOWNNAVYYARD	19	name	noun	the navy yard in Boston where the frigate ‘Constitution’ is anchored	1	Charlestown Navy Yard	noun.artifact	03013131-n
CHARLESWATSONWENTWORTH	22	name	noun	English statesman who served as prime minister and who opposed the war with the American colonies (1730-1782)	0	Charles Watson-Wentworth	noun.person	11287333-n
CHARLESWESLEY	13	name	noun	English clergyman and brother of John Wesley who wrote many hymns (1707-1788)	1	Charles Wesley	noun.person	11401959-n
CHARLESWILKES	13	name	noun	United States explorer of Antarctica (1798-1877)	0	Charles Wilkes	noun.person	11407055-n
CHARLESWILLIAMPOST	18	name	noun	United States manufacturer of breakfast cereals and Postum (1854-1914)	0	Charles William Post	noun.person	11263552-n
CHARLEYHORSE	12	common	noun	a muscular cramp (especially in the thigh or calf) following vigorous exercise	0	charley horse	noun.state	14384147-n
CHARLIECHAPLIN	14	name	noun	English comedian and film maker; portrayed a downtrodden little man in baggy pants and bowler hat (1889-1977)	0	Charlie Chaplin	noun.person	10910389-n
CHARLIEPARKER	13	name	noun	United States saxophonist and leader of the bop style of jazz (1920-1955)	0	Charlie Parker	noun.person	11242904-n
CHARLOCK	8	common	noun	weedy Eurasian plant often a pest in grain fields	0	charlock	noun.plant	11917191-n
CHARLOTTE	9	common	noun	a mold lined with cake or crumbs and filled with fruit or whipped cream or custard	0	charlotte	noun.food	07626499-n
CHARLOTTE	9	name	noun	the largest city in North Carolina; located in south central North Carolina	0	Charlotte	noun.location	09151045-n
CHARLOTTEBRONTE	15	name	noun	English novelist; oldest of three Bronte sisters (1816-1855)	1	Charlotte Bronte	noun.person	10885154-n
CHARLOTTECORDAY	15	name	noun	French revolutionary heroine (a Girondist) who assassinated Marat (1768-1793)	0	Charlotte Corday	noun.person	10930332-n
CHARLOTTEPERKINSGILMAN	22	name	noun	United States feminist (1860-1935)	0	Charlotte Perkins Gilman	noun.person	11020345-n
CHARLOTTERUSSE	14	common	noun	lady fingers enclosing Bavarian cream	0	charlotte russe	noun.food	07629613-n
CHARLOTTETOWN	13	name	noun	the provincial capital and largest city of Prince Edward Island	0	Charlottetown	noun.location	08847920-n
CHARM	5	common	verb	induce into action by using one's charm	1	charm	verb.communication	00778568-v
CHARM	5	common	verb	protect through supernatural powers or charms	1	charm	verb.competition	01132881-v
CHARM	5	common	verb	attract; cause to be enamored	0	charm	verb.emotion	01810472-v
CHARM	5	common	verb	control by magic spells, as by practicing witchcraft	0	charm	verb.social	02592550-v
CHARM	5	common	noun	something believed to bring good luck	0	charm	noun.artifact	03013287-n
CHARM	5	common	noun	attractiveness that interests or pleases or stimulates	0	charm	noun.attribute	04694682-n
